iter,elapsed_s,global_best_len,iter_best_len,iter_mean_len,iter_worst_len
110,2.25339,36226.2,76049.5,94757.5,115790
111,2.27373,36226.2,74054.2,94875.6,115021
112,2.29407,36226.2,75318.9,95229.7,112868
113,2.31423,36226.2,78348.2,94875.5,123035
114,2.33458,36226.2,73459.4,93795.8,111988
115,2.35499,36226.2,76063.2,94075.6,108527
116,2.3752,36226.2,77674.5,93724.4,112440
117,2.39551,36226.2,77042.7,93404.6,111197
118,2.4157,36226.2,75618.1,93620.2,109882
119,2.43592,36226.2,78419.3,93079.2,109766
120,2.45622,36226.2,77869.5,93481.1,116257
121,2.47644,36226.2,78356.2,92139.1,111111
122,2.49671,36226.2,78578.7,93378.4,113287
123,2.51704,36226.2,75020,92899.2,118778
124,2.53724,36226.2,76865.4,92048.6,111875
125,2.55744,36226.2,75814.3,92691,109884
126,2.57773,36226.2,72971.1,91979.7,109409
127,2.59798,36226.2,75087.5,92096.4,113733
128,2.6184,36226.2,71788.8,91837.5,110329
129,2.63864,36226.2,69965.7,91058.7,106541
130,2.65887,36226.2,68427.3,91713.6,109087
131,2.67911,36226.2,73306.9,91235.6,110560
132,2.69942,36226.2,72883.4,89634.9,114324
133,2.71973,36226.2,75535.8,90178.3,111863
134,2.74,36226.2,73596.1,90980.2,116175
135,2.76026,36226.2,75943.4,90350.4,114435
136,2.78052,36226.2,76367.7,89467.2,111081
137,2.80086,36226.2,72002.7,89395.1,105621
138,2.82131,36226.2,73112.2,89929.4,106157
139,2.84162,36226.2,73916.4,89274.2,107587
140,2.86198,36226.2,70300.1,89383,104987
141,2.88224,36226.2,72560.9,89751.1,107704
142,2.90252,36226.2,74369.9,88347.3,106454
143,2.92272,36226.2,69880.1,87415.2,103971
144,2.94302,36226.2,74550,88747,105659
145,2.9632,36226.2,75143.2,88148.6,103933
146,2.98344,36226.2,71275.7,87630.8,104662
147,3.00378,36226.2,70358.9,87147.5,111560
148,3.02405,36226.2,67442.7,87168.1,103282
149,3.0444,36226.2,71974,86839.1,103575
150,3.06469,36226.2,72594.8,86364.1,102028
151,3.08493,36226.2,62451.5,84762.1,105040
152,3.10527,36226.2,73920.4,85121.4,104213
153,3.12589,36226.2,70488.2,84887.7,103783
154,3.14621,36226.2,71088.7,85812,105497
155,3.16646,36226.2,67622,84372.9,99820.3
156,3.18672,36226.2,67484,84765.3,102130
157,3.20696,36226.2,67536.9,84254.5,97672
158,3.22702,36226.2,67618.1,84819.1,108884
159,3.24731,36226.2,70795,84123.8,101016
160,3.26762,36226.2,69447.3,83647.3,100327
161,3.28806,36226.2,69678.1,82905.8,100317
162,3.30845,36226.2,67662.3,83465.4,113084
163,3.32874,36226.2,64369,83075.7,99243.9
164,3.34897,36226.2,66264.2,82399.2,103144
165,3.36935,36226.2,69621.1,83062.5,106108
166,3.38957,36226.2,67437.8,81437.8,100959
167,3.40989,36226.2,65997.2,81837.1,99336.3
168,3.43014,36226.2,65038.5,81384.2,97272.8
169,3.45048,36226.2,66195,81508.5,104457
170,3.47062,36226.2,63042.7,80332.8,100469
171,3.49097,36226.2,67558,80602.4,101188
172,3.51127,36226.2,69791.3,81013.7,96520.4
173,3.53168,36226.2,64292.9,79349.3,101537
174,3.55192,36226.2,66693.3,79968.2,95475.2
175,3.57222,36226.2,64961.7,80043.8,97024.7
176,3.59242,36226.2,65667,79532.2,98145.9
177,3.61267,36226.2,66479.9,78695.9,95610.5
178,3.63285,36226.2,63211.6,78127.4,98017.5
179,3.65313,36226.2,66780.8,77771.9,91115
180,3.67335,36226.2,61616.6,78615.6,95259.5
181,3.69352,36226.2,62419.8,78352.6,93685.1
182,3.71382,36226.2,63751.8,77892.2,92301.8
183,3.734,36226.2,64031.8,77743.5,92902.2
184,3.7542,36226.2,63909,77014.1,92502.8
185,3.77445,36226.2,62909.4,77021.5,94791.8
186,3.79463,36226.2,65146,76688,90869.3
187,3.81486,36226.2,61167.1,77125.2,90927.2
188,3.83511,36226.2,62043.1,76453.8,92146.4
189,3.85539,36226.2,63928,76044.9,91933.9
190,3.87592,36226.2,61282.7,75921.9,94133.3
191,3.89616,36226.2,62144.8,74647.3,88281.9
192,3.91658,36226.2,61874.2,75070.4,93367.2
193,3.93698,36226.2,58375.3,74503.2,94455
194,3.95732,36226.2,59847.9,74892.7,89186.3
195,3.97754,36226.2,57458.7,74475,92115.2
196,3.99784,36226.2,62504.2,74053.7,93545.3
197,4.01801,36226.2,60057.7,73703.1,89589
198,4.03832,36226.2,60559.5,73506.2,88442.6
199,4.05847,36226.2,58837.6,72989.3,91633.5
200,4.07888,36226.2,58188.3,73025.1,86189.4
201,4.09916,36226.2,59265.8,72767.7,92750.5
202,4.11951,36226.2,54812.5,72400.2,90003.1
203,4.13982,36226.2,56927.8,72764.5,90177
204,4.1605,36226.2,56415.9,72386.9,85650.5
205,4.18074,36226.2,55121.2,71739.2,90262
206,4.20098,36226.2,53865.4,71386,86223.5
207,4.2213,36226.2,58800,70567.5,83087.4
208,4.24152,36226.2,60890.5,71038.8,93805.9
209,4.26179,36226.2,57853.6,70551,86847.3
210,4.28213,36226.2,58274.2,70182.6,86499.8
211,4.30238,36226.2,57351.1,69975.2,83900.4
212,4.32265,36226.2,59048.9,70411,84117.1
213,4.34299,36226.2,52193.8,69797.7,88560.7
214,4.36341,36226.2,57127.9,69468.3,85281.3
215,4.38362,36226.2,55786.7,68911.3,80795.8
216,4.40377,36226.2,57857.2,69117.8,85241.2
217,4.42457,36226.2,56655.7,67947,85459.3
218,4.44487,36226.2,57126.8,69681.4,83650.5
219,4.46509,36226.2,55838.9,68063.5,84495.1
220,4.48538,36226.2,57315,68026.1,80224.2
221,4.50561,36226.2,55722.9,67769,84973.1
222,4.52637,36226.2,55915.5,67201.8,79366.2
223,4.54686,36226.2,54065.3,67358.4,84633.6
224,4.56736,36226.2,53071.4,67067.9,81623.2
225,4.58783,36226.2,56056.9,66752,85157.3
226,4.60855,36226.2,55106.5,66312.6,80131.6
227,4.62883,36226.2,52184.4,66343.3,79600.4
228,4.64915,36226.2,52320.7,66427.6,82648.2
229,4.66936,36226.2,53880.7,66232.3,78319.6
230,4.68999,36226.2,51501.4,65564.3,81623.7
231,4.71034,36226.2,52706.4,65409.4,80283.9
232,4.73055,36226.2,54076.7,65199.6,81317.5
233,4.75092,36226.2,50866.9,63550.1,74566
234,4.77115,36226.2,53019,64576.4,76636.1
235,4.79139,36226.2,54028.6,64220.1,79571.2
236,4.81165,36226.2,53269.8,64392.7,77600.3
237,4.83187,36226.2,49589.9,63644.1,75798.5
238,4.85218,36226.2,53329.5,63437,78487.3
239,4.87241,36226.2,50593.7,62516,75117.3
240,4.89264,36226.2,50618.2,62913.4,79000.6
241,4.91293,36226.2,50134.1,63179.3,78482.7
242,4.93306,36226.2,49633.7,62765.8,74392.1
243,4.95332,36226.2,53234.3,62770.5,77227.1
244,4.97347,36226.2,51296.3,61843.2,78520.3
245,4.9937,36226.2,48044.8,62066,78085.1
246,5.014,36226.2,51859.9,61247.5,78497.1
247,5.03439,36226.2,52106.4,61832.8,76006.8
248,5.05467,36226.2,49420,61026,75185.2
249,5.07488,36226.2,50156.1,61162.8,72744.6
250,5.09503,36226.2,51213.2,61085.9,76333.2
251,5.11524,36226.2,49256.1,60532,75499.7
252,5.13538,36226.2,46789,60200.7,72834
253,5.15568,36226.2,47148.6,60090.2,74252.3
254,5.17589,36226.2,46940.4,59329.4,74498.7
255,5.19613,36226.2,50215.3,60145.2,71316.9
256,5.21622,36226.2,47124.9,59461.8,74095.1
257,5.23645,36226.2,47051.3,59352.5,75477.5
258,5.25665,36226.2,48013.3,58790.6,70015.9
259,5.27694,36226.2,48697.5,58864.3,71094.4
260,5.29716,36226.2,48941,58595,73499.4
261,5.31746,36226.2,45161.3,58720.8,70815.5
262,5.33759,36226.2,47478.9,57982.4,67953.8
263,5.35782,36226.2,48371.6,58252.5,69467.5
264,5.378,36226.2,46431.7,57362.5,70012.5
265,5.39811,36226.2,48467.6,57801.5,72378.2
266,5.41808,36226.2,47831.3,58001.5,71060.4
267,5.43822,36226.2,48125.9,57540.3,69316.3
268,5.45842,36226.2,46777.3,57311.1,78422
269,5.47848,36226.2,47014.4,57251.4,66942.5
270,5.49864,36226.2,46329.9,56970.5,69308
271,5.51879,36226.2,46030.4,56815.1,69662.5
272,5.53885,36226.2,44917.1,55977.4,70066.9
273,5.55897,36226.2,45838.7,56347.2,74404.5
274,5.57908,36226.2,44587.6,56202.2,70992.1
275,5.59917,36226.2,45112.4,55766.2,66234
276,5.6192,36226.2,44360.9,55681.1,70210.8
277,5.63923,36226.2,44940.2,55409.8,68172.8
278,5.65933,36226.2,44625.2,55510.4,70006.9
279,5.6794,36226.2,47217.1,55417.7,68408.3
280,5.69945,36226.2,45968.2,55250.6,67758
281,5.71946,36226.2,44966.7,54815.2,66889.4
282,5.73944,36226.2,44724.2,55146.6,66406.9
283,5.75958,36226.2,45776.9,54426.5,68547.3
284,5.77966,36226.2,44056.9,54907.6,65005.8
285,5.79975,36226.2,42964.8,53983.6,64598.4
286,5.81988,36226.2,43351.3,54179.4,65516
287,5.83985,36226.2,45501.1,54004.2,65207.6
288,5.85993,36226.2,45424.4,53934.5,65491.7
289,5.88001,36226.2,44136.4,53621.1,65094.1
290,5.90002,36226.2,43872.7,53378.5,68164.9
291,5.92002,36226.2,42438.1,53500.6,65132.7
292,5.94,36226.2,42353,53392.3,63559.9
293,5.95994,36226.2,44422.5,53360.2,64717.6
294,5.97995,36226.2,43747.2,53024.1,68559.6
295,5.99996,36226.2,42949.4,53402.1,68436.9
296,6.01997,36226.2,42564.3,53279.4,66836.5
297,6.03986,36226.2,43987.2,53043.7,63477.3
298,6.05994,36226.2,42616.4,52791.9,62421.1
299,6.08027,36226.2,43969.7,52481.5,62814.6
300,6.10035,36226.2,40064.3,52161.2,63749
301,6.1207,36226.2,42558.2,52220.7,62723.2
302,6.14157,36226.2,44162.7,52712.3,66231.9
303,6.16291,36226.2,42397.3,52016.5,62941.5
304,6.1838,36226.2,42208.6,51890.3,63322.6
305,6.20459,36226.2,41638.5,51619.8,61930.1
306,6.22493,36226.2,43812.7,51755.8,62287
307,6.24466,36226.2,41513.2,51719.9,63029.8
308,6.2646,36226.2,42150.4,51211,63138.5
309,6.28496,36226.2,40761.4,51315.8,62454.4
310,6.30477,36226.2,41892.2,50892,61144.7
311,6.32469,36226.2,43165.1,51193,61904.7
312,6.34463,36226.2,43183.7,51301.8,65315.1
313,6.36451,36226.2,41921.2,50473.3,62484.8
314,6.38438,36226.2,41393.9,50699.4,66079.3
315,6.40515,36226.2,41511,50050.4,60017.6
316,6.42502,36226.2,40688.2,50199.5,62718.5
317,6.44498,36226.2,40797.5,50238,63392.6
318,6.46496,36226.2,41563.4,50416.7,62248.7
319,6.48474,36226.2,40718.8,50494.9,69833
320,6.50461,36226.2,40989,50369.1,59660.1
321,6.52442,36226.2,40734.1,49747.7,61131.3
322,6.54421,36226.2,39764.3,49583.4,59938.3
323,6.56395,36226.2,40486,49848.8,62658.3
324,6.5838,36226.2,43052.7,49954.4,61277.2
325,6.60368,36226.2,38490.1,49670,59278.9
326,6.62342,36226.2,41314,49595.9,58338.7
327,6.64321,36226.2,39078,49320.1,59048.7
328,6.66294,36226.2,41028.1,49555.3,62253.5
329,6.68315,36226.2,37784.9,49018.3,60681.5
330,6.70291,36226.2,40492.8,49132.6,61080.7
331,6.72275,36226.2,36963.4,48868.5,60551.1
332,6.74248,36226.2,40618.4,48718,57786.2
333,6.76235,36226.2,38049.8,49386.9,59172.6
334,6.78226,36226.2,40045.1,47988,58496.3
335,6.80208,36226.2,36565.2,49012.2,60024.9
336,6.82179,36226.2,40286.5,48508.5,58463.4
337,6.84159,36226.2,39862.8,48994.7,60611.1
338,6.86131,36226.2,39895.8,48448.2,60237.7
339,6.88098,36226.2,38507.7,47753.2,59996.8
340,6.90082,36226.2,37357.2,47960,58440.5
341,6.9204,36226.2,40016.9,47918.8,57256.2
342,6.93977,36226.2,38035.6,47975.7,58261.1
343,6.95966,36226.2,39546.5,47475.5,58230.1
344,6.97998,36226.2,40770.3,47957.4,58808.7
345,7.00029,36226.2,39850.1,47773.7,57918.6
346,7.01977,36226.2,37373.2,47571.5,58655.9
347,7.03949,36226.2,38563.6,47715,58257.4
348,7.05904,36226.2,38301.8,47453.6,57226.7
349,7.0792,36226.2,37786.7,47509.8,56975.8
350,7.0987,36226.2,38178.6,47693.7,61846.6
351,7.11855,36226.2,39677,47390.2,59060.5
352,7.13845,36226.2,38241.7,47360.5,60879
353,7.1581,36226.2,40053.7,47586.4,57807.8
354,7.17781,36226.2,39305.2,47886.5,56402.8
355,7.19749,36226.2,39662.4,46768.4,57951.5
356,7.21706,36226.2,39440.2,47062.5,58639
357,7.23683,36226.2,39562.7,47569.3,58378.9
358,7.25642,36226.2,37145.7,46997.3,54885.7
359,7.27682,36226.2,38341.5,46490.8,55337.9
360,7.29641,36226.2,39801.6,46555.3,55006.5
361,7.316,36226.2,39470.1,47242.6,59113.5
362,7.33541,36226.2,37671.9,46782,56449.6
363,7.35489,36226.2,39077.7,47036.3,59681.6
364,7.37448,36226.2,37228.9,46489.2,56802.4
365,7.39384,36226.2,39094.4,46537,56068.6
366,7.41332,36226.2,38681,46599.7,56220.5
367,7.43286,36226.2,39003.3,46089.4,58879.8
368,7.45235,36226.2,37164.4,46155.8,53747
369,7.47179,36226.2,38500.2,46192.3,55706.6
370,7.49123,36226.2,38428.7,46029.8,55167.1
371,7.51068,36226.2,39367.4,46251.5,54513
372,7.53003,36226.2,36774.5,46194.6,55674.1
373,7.54957,36226.2,37736.7,46147.8,56548
374,7.56907,35605,35605,45997.3,55438.5
375,7.5886,35605,37723.1,46261.2,55497.9
376,7.60812,35605,38696.9,45814.2,54734.3
377,7.62744,35605,39078.9,45876.1,58290.2
378,7.64688,35605,37905,45495,57476.7
379,7.66612,35605,38285.2,45803.1,55401.3
380,7.68549,35605,35979.1,45170.8,54988
381,7.70492,35605,36548.5,45509.1,55053.3
382,7.72429,35605,37044.7,45523.9,55300.8
383,7.74358,35605,37413.5,45899.9,55898.6
384,7.76287,35605,37324.9,45622.1,60636.1
385,7.78227,35605,37542.4,45081.6,52576
386,7.80154,35605,37461.8,45025.2,57337.1
387,7.82099,35605,38174.3,45230.3,53271.5
388,7.84029,35605,38100.1,45462.8,54864
389,7.85971,35605,37775.8,45764.4,58214.3
390,7.8789,35605,37722.6,44785.6,56241.6
391,7.89832,35605,37968.6,45776.9,55942.2
392,7.91768,35605,38169.5,45086.9,55556.9
393,7.93716,35605,38766.4,44774.1,59348
394,7.95669,35605,37406.6,45233.2,56690.5
395,7.97622,35605,36488.5,45248.3,55779.9
396,7.99519,35605,37184.6,45034.1,54373
397,8.01426,35605,37324.3,44879.9,54375.2
398,8.03344,35605,36800.1,45235.2,54312.8
399,8.05267,35605,36125.1,44817.4,53059.4
400,8.072,35605,36929.4,45003,54323.4
401,8.09131,35605,37114.7,45008.6,55891.8
402,8.11062,35006.4,35006.4,44662.2,54432.9
403,8.13003,35006.4,38382.3,45197.2,55065.6
404,8.14932,35006.4,36927.4,44716,55239
405,8.16855,35006.4,36278.1,44684.6,53563.6
406,8.18775,35006.4,37099.3,44590.8,53003.8
407,8.20712,35006.4,37156.1,45083.1,55065.6
408,8.22629,35006.4,36252.3,44741.3,53211.9
409,8.24548,35006.4,36288.4,44666.6,54948.9
410,8.26479,35006.4,37439.7,44847.6,55986.6
411,8.28482,35006.4,37131.5,44138,53652.3
412,8.30409,35006.4,35706.9,44411,52967.1
413,8.32329,35006.4,36194.1,44527.7,56492.4
414,8.34243,35006.4,37633.5,44332.1,52150.5
415,8.36157,35006.4,37673.1,44126.4,55565.6
416,8.3809,35006.4,37759.4,44287.3,52941
417,8.40006,35006.4,35686.4,44470.7,52829.7
418,8.41926,35006.4,36375.5,43808.2,54119.6
419,8.43845,35006.4,37334,44233,56616
420,8.45697,35006.4,36284.9,44243.3,55603.6
421,8.47645,35006.4,37758.5,44376,54848.2
422,8.49553,34226.8,34226.8,43966.3,53584.2
423,8.51503,34226.8,36750.6,43665.7,54288.2
424,8.53434,34226.8,36341.4,43967.7,53961
425,8.5535,34226.8,36239.5,44029.8,53328.7
426,8.57275,34226.8,35796.7,44040.3,53280.5
427,8.59189,34226.8,35347.8,44159.5,54415.5
428,8.6109,34226.8,36630.4,43806.5,52889.8
429,8.63018,34226.8,36073.1,43903.7,54130.4
430,8.6493,34226.8,37243.1,44283.6,54440.2
431,8.66836,34226.8,35792,44142.4,57183.2
432,8.6875,34226.8,36874.3,43798.1,50769.7
433,8.70648,34226.8,36612.5,43608.9,54536.9
434,8.72533,34226.8,35794.6,43781.1,53070.3
435,8.74436,34226.8,36616.9,43488.2,51739.1
436,8.76344,34226.8,37593.8,43667.2,54013.9
437,8.78251,34226.8,35519.8,43965.8,52421.1
438,8.80168,34226.8,36018.9,44033.6,55605.7
439,8.8209,34226.8,36660.3,43682.4,50830
440,8.84048,34226.8,37113.4,43715.5,53587
441,8.85946,34226.8,36552.8,43733.4,51828.7
442,8.8786,34226.8,36503.6,43631.4,54165.8
443,8.89759,34226.8,34618.5,43457.5,51572
444,8.91676,34226.8,36052.6,43727.5,54264.5
445,8.93599,34226.8,35609.8,43791.1,54725.2
446,8.95477,34226.8,36023.1,43792.1,52228.5
447,8.97335,34226.8,36319.5,43508.1,55328.1
448,8.99213,34226.8,35698.3,43759.1,54725.1
449,9.01098,34226.8,36669.4,43471.8,52387.7
450,9.02979,34226.8,34724.4,43403.8,54356.9
451,9.0486,34226.8,37078.3,43821,51963.8
452,9.06744,34226.8,35418.6,43778.4,53512.7
453,9.08623,34226.8,37563.9,43718.9,52672.6
454,9.10525,34226.8,35990.2,43564.8,54394.4
455,9.12406,34226.8,36328.7,43366.8,53476.9
456,9.14275,34226.8,35464.7,43380.4,54491.8
457,9.16146,34226.8,35861.2,43560.3,52859.1
458,9.18017,34226.8,35944.8,43321.9,52302.6
459,9.19904,34226.8,35032.4,43454.2,54919.4
460,9.21776,34226.8,34398.7,43451.4,51877.9
461,9.23646,34226.8,35824.7,43053.5,50803
462,9.25511,34226.8,36551.6,43178.3,51029.5
463,9.27375,34226.8,35741.2,43152.4,51329.8
464,9.29287,34226.8,35378.6,43462.4,53530.8
465,9.31176,34226.8,36134,43509.9,51696.9
466,9.33058,34226.8,36068.6,43217.8,52601.9
467,9.34938,34226.8,35502.6,43274.5,51497.3
468,9.36808,34226.8,36065.8,43257.7,51290.6
469,9.38674,34226.8,35846.1,43184,55110.1
470,9.4054,34226.8,35857.5,42943.9,51450.6
471,9.4239,34226.8,34926.2,43046.7,52116.8
472,9.44269,34226.8,35076.3,43381.4,51947.5
473,9.46142,34226.8,35291.7,43120.2,51970.1
474,9.4803,34226.8,35631.5,42966.3,53982.3
475,9.49888,34226.8,36524.6,43146.7,52451.6
476,9.51772,34226.8,35731.2,43136.3,53207.3
477,9.53641,34226.8,35225.5,43129.9,55303.5
478,9.55499,34226.8,35740.9,42857.9,51102.4
479,9.5738,34226.8,35798.4,43096.4,51791.4
480,9.59247,34226.8,35467.8,42855.1,54670.5
481,9.611,34226.8,34944.6,42831.2,51111.9
482,9.62954,34226.8,36219.2,42743.1,52214.3
483,9.64818,34226.8,34358.6,42888.7,52207.2
484,9.66686,34226.8,35810.6,42653.7,53557.3
485,9.68552,34226.8,35463.3,42891.6,53825.3
486,9.7043,34226.8,35728.4,43451.1,52946.2
487,9.72296,34226.8,34958.2,43243.3,50478.9
488,9.7416,34226.8,35400.4,43015.5,54082.7
489,9.76029,34226.8,34624.9,43145.4,52507.6
490,9.77893,34226.8,36014.5,43439.4,54280.2
491,9.7975,34226.8,35545.3,42597.6,54605.4
492,9.81616,34226.8,35207.2,43135.6,51815.5
493,9.83497,34226.8,35788.6,42432.5,52617.7
494,9.85349,34226.8,35915.4,42848.2,51550.3
495,9.87232,34226.8,36009.9,43291.1,57277.2
496,9.8908,34226.8,36836.4,42915.6,53336.3
497,9.90938,33203.2,33203.2,42400.6,49768.3
498,9.92834,33203.2,34109.1,43261.8,52905.4
499,9.94702,33203.2,34603.1,42640.4,53935
500,9.96572,33203.2,35187.8,42585.9,50492.8
501,9.98446,33203.2,35713.3,42770.3,51993.6
502,10.0032,33203.2,37300.4,43186.8,51647.3
503,10.022,33203.2,34248,42694.8,52061.7
504,10.0407,33203.2,35815.4,43120.5,55189.2
505,10.0594,33203.2,36142.7,42938.6,53997.4
506,10.078,33203.2,34501.8,42854.1,52088.7
507,10.0967,33203.2,35170.4,42876.1,52645.9
508,10.1154,33203.2,35065.4,42632.5,51145.4
509,10.134,33203.2,35181.5,42569.4,52376.3
510,10.1524,33203.2,36468.6,42632.4,53566.3
511,10.1711,33203.2,34786,42820.3,51917.2
512,10.1898,33203.2,35863.3,42855.2,52985.2
513,10.2086,33203.2,35881.2,42404.6,53388.7
514,10.2274,33203.2,34891.3,42830.1,54132
515,10.246,33203.2,35189.5,42467.6,53026.7
516,10.2648,33203.2,34399.8,42637.6,53503.1
517,10.2837,33203.2,35776.9,42621.9,53342.3
518,10.3026,33203.2,35766.3,42645.5,51101.3
519,10.3215,33203.2,36203,42887.7,53104.5
520,10.3401,33203.2,35544.5,42425.3,53481
521,10.3592,33203.2,34430.9,42639.7,50828.6
522,10.378,33203.2,34551.9,42304.6,51343.1
523,10.3968,33203.2,34164.2,42972.1,52605.3
524,10.4155,33203.2,34680.2,42757.6,50375.3
525,10.4343,33203.2,35927.8,43093.2,53970.1
526,10.4527,33203.2,34894.4,42616.8,54092.5
527,10.4715,33203.2,35808.3,42736.4,51682.6
528,10.4902,33203.2,34771.2,42672.5,56715.9
529,10.5088,33203.2,35115.2,42997.1,51313.4
530,10.5275,33203.2,35572.7,42186.6,51621.3
531,10.546,33203.2,34280,42415.5,50464.6
532,10.5647,33203.2,36329.8,43019.3,52439
533,10.5831,33203.2,34387,42433.7,54048
534,10.6018,33203.2,35670.3,42725.3,51378.9
535,10.6201,33203.2,35442.8,42547.8,52582.5
536,10.6392,33203.2,35880.4,42520.2,53738.1
537,10.6581,33203.2,34479.6,43180.7,51990.1
538,10.6767,33203.2,33301.4,42812.3,53130.9
539,10.6953,33203.2,36189.9,42780.5,54262.6
540,10.714,33203.2,34855.4,42749.8,53996.3
541,10.7328,33203.2,35065.7,42485.5,52134.6
542,10.7513,33203.2,35156.6,42446,51522
543,10.77,33203.2,34570.6,42391.9,50325.7
544,10.7886,33203.2,35637.7,42914.1,53945.9
545,10.8071,33203.2,35427.2,42421.8,52512.5
